PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
-1.730107956920867,-0.7892723355548015,0.8273772438659699,"Braund, Mr. Owen Harris",-0.7376951317802901,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,A/5 21171,-0.5024451714361923,False,True
-1.7223321908223463,1.266989801811655,0.8273772438659699,"Heikkinen, Miss. Laina",1.3555735383351193,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,STON/O2. 3101282,-0.4888542575852486,False,True
-1.718444307773086,1.266989801811655,-1.5661069258891576,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",1.3555735383351193,0.4333115021019107,0.4327933656785018,-0.4736736092984604,113803,0.4207302360686478,False,True
-1.7145564247238256,-0.7892723355548015,0.8273772438659699,"Allen, Mr. William Henry",-0.7376951317802901,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,373450,-0.4863374216869257,False,True
-1.7106685416745653,-0.7892723355548015,0.8273772438659699,"Moran, Mr. James",-0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330877,-0.47811642890864375,True,False
-1.7067806586253047,-0.7892723355548015,-1.5661069258891576,"McCarthy, Mr. Timothy J",-0.7376951317802901,1.893458525206443,-0.47454519624983954,-0.4736736092984604,17463,0.395813560675251,False,True
-1.6951170094775236,1.266989801811655,-0.3693648410115938,"Nasser, Mrs. Nicholas (Adele Achem)",1.3555735383351193,-1.180535207645204,0.4327933656785018,-0.4736736092984604,237736,-0.04295550208861426,False,False
-1.6834533603297426,-0.7892723355548015,0.8273772438659699,"Saundercock, Mr. William Henry",-0.7376951317802901,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,A/5. 2151,-0.4863374216869257,False,True
-1.6756775942312219,-0.7892723355548015,0.8273772438659699,"Vestrom, Miss. Hulda Amanda Adolfina",1.3555735383351193,-1.180535207645204,-0.47454519624983954,-0.4736736092984604,350406,-0.4902797934380587,False,True
-1.6640139450834406,1.266989801811655,-0.3693648410115938,"Williams, Mr. Charles Eugene",-0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,244373,-0.3866707201133388,False,True
-1.6601260620341802,-0.7892723355548015,0.8273772438659699,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",1.3555735383351193,0.12591212881674602,0.4327933656785018,-0.4736736092984604,345763,-0.2859972841804228,False,True
